"PK_RESENAR","RESENAR_KUNDNUMMER","RESENAR_CREATE","RESENAR_OWNER"
195201282232,"","N","NONE"
195202132303,"","N","NONE"
195202212857,"","N","NONE"
195203191852,"","N","NONE"
195204082308,"","N","NONE"
195205131575,"","N","NONE"
195205162331,"","N","NONE"
195205292260,"","N","NONE"
195206142597,"","N","NONE"
195206172339,"","N","NONE"
195207122184,"","N","NONE"
195207272252,"","N","NONE"
195207291591,"","N","NONE"
195208062223,"","N","NONE"
195209132132,"","N","NONE"
195209242303,"","N","NONE"
195210092218,"","N","NONE"
195211182018,"","N","NONE"
195211231864,"","N","NONE"
195212222318,"","N","NONE"
195301010350,"","N","NONE"
195302022255,"","N","NONE"
195302062699,"","N","NONE"
195302192264,"","N","NONE"
195303012198,"","N","NONE"
195303231855,"","N","NONE"
195303282387,"","N","NONE"
195304102352,"","N","NONE"
195304162349,"","N","NONE"
195305122623,"","N","NONE"
195305192626,"","N","NONE"
195305232570,"","N","NONE"
195306172460,"","N","NONE"
195307092691,"","N","NONE"
195307182187,"","N","NONE"
195308072395,"","N","NONE"
195309112489,"","N","NONE"
195309192382,"","N","NONE"
195309272119,"","N","NONE"
195310292379,"","N","NONE"
195311032121,"","N","NONE"
195311202351,"","N","NONE"
195401072284,"","N","NONE"
195401222178,"","N","NONE"
195401232540,"","N","NONE"
195402092638,"","N","NONE"
195402192222,"","N","NONE"
195402241862,"","N","NONE"
195403102303,"","N","NONE"
195403172199,"","N","NONE"
195404042326,"","N","NONE"
195405062216,"","N","NONE"
195405162644,"","N","NONE"
195405272260,"","N","NONE"
195405283077,"","N","NONE"
195406112853,"","N","NONE"
195407052561,"","N","NONE"
195407072767,"","N","NONE"
195407312197,"","N","NONE"
195408182128,"","N","NONE"
195409042172,"","N","NONE"
195409182069,"","N","NONE"
195409272324,"","N","NONE"
195410062656,"","N","NONE"
195410072572,"","N","NONE"
195410101801,"","N","NONE"
195410181969,"","N","NONE"
195411122590,"","N","NONE"
195411222267,"","N","NONE"
195412192097,"","N","NONE"
195501142284,"","N","NONE"
195501212137,"","N","NONE"
195501292303,"","N","NONE"
195502052656,"","N","NONE"
195502242687,"","N","NONE"
195502272684,"","N","NONE"
195503071739,"","N","NONE"
195503071770,"","N","NONE"
195503071796,"","N","NONE"
195503071812,"","N","NONE"
195503071887,"","N","NONE"
195503072026,"","N","NONE"
195503072042,"","N","NONE"
195503072083,"","N","NONE"
195503142027,"","N","NONE"
195503172370,"","N","NONE"
195503262684,"","N","NONE"
195505072529,"","N","NONE"
195505103613,"","N","NONE"
195505282250,"","N","NONE"
195506072882,"","N","NONE"
195507252301,"","N","NONE"
195508012647,"","N","NONE"
195508112561,"","N","NONE"
195508142592,"","N","NONE"
195509132386,"","N","NONE"
195509222526,"","N","NONE"
195509292891,"","N","NONE"
195510152167,"","N","NONE"
195510222259,"","N","NONE"
195511082660,"","N","NONE"
195511262213,"","N","NONE"
195512162784,"","N","NONE"
195512262667,"","N","NONE"
195601132334,"","N","NONE"
195601222861,"","N","NONE"
195602072653,"","N","NONE"
195602192683,"","N","NONE"
195603032193,"","N","NONE"
195603313122,"","N","NONE"
195604062595,"","N","NONE"
195604122795,"","N","NONE"
195605082642,"","N","NONE"
195605232775,"","N","NONE"
195606041324,"","N","NONE"
195606172798,"","N","NONE"
195606182748,"","N","NONE"
195607222394,"","N","NONE"
195607302329,"","N","NONE"
195608082656,"","N","NONE"
195609052385,"","N","NONE"
195609082895,"","N","NONE"
195609192819,"","N","NONE"
195609272819,"","N","NONE"
195611012765,"","N","NONE"
195611242859,"","N","NONE"
195611262857,"","N","NONE"
195701292897,"","N","NONE"
195702272872,"","N","NONE"
195703122621,"","N","NONE"
195704133106,"","N","NONE"
195705082633,"","N","NONE"
195705172590,"","N","NONE"
195706012274,"","N","NONE"
195706202610,"","N","NONE"
195706262630,"","N","NONE"
195708182810,"","N","NONE"
195709112790,"","N","NONE"
195709263080,"","N","NONE"
195710142653,"","N","NONE"
195710152199,"","N","NONE"
195710312686,"","N","NONE"
195711092642,"","N","NONE"
195801082743,"","N","NONE"
195801122655,"","N","NONE"
195801263053,"","N","NONE"
195802142785,"","N","NONE"
195802232636,"","N","NONE"
195803012805,"","N","NONE"
195803193258,"","N","NONE"
195804043643,"","N","NONE"
195805133138,"","N","NONE"
195805223087,"","N","NONE"
195806073077,"","N","NONE"
195807072813,"","N","NONE"
195807112643,"","N","NONE"
195807133052,"","N","NONE"
195807302996,"","N","NONE"
195808052384,"","N","NONE"
195809092652,"","N","NONE"
195809132896,"","N","NONE"
195810033356,"","N","NONE"
195811123073,"","N","NONE"
195811243269,"","N","NONE"
195901022995,"","N","NONE"
195902010353,"","N","NONE"
195902173391,"","N","NONE"
195902262806,"","N","NONE"
195903133279,"","N","NONE"
195904223350,"","N","NONE"
195905052881,"","N","NONE"
195905143391,"","N","NONE"
195906113187,"","N","NONE"
195907113178,"","N","NONE"
195908202673,"","N","NONE"
195909092990,"","N","NONE"
195910162642,"","N","NONE"
196001062626,"","N","NONE"
196001209136,"","N","NONE"
196001252532,"","N","NONE"
196002142682,"","N","NONE"
196003102628,"","N","NONE"
196005272809,"","N","NONE"
196006172818,"","N","NONE"
196007212613,"","N","NONE"
196008133065,"","N","NONE"
196009172336,"","N","NONE"
196009302560,"","N","NONE"
196010113030,"","N","NONE"
196010192679,"","N","NONE"
196010272661,"","N","NONE"
196011112775,"","N","NONE"
196011242820,"","N","NONE"
196101122650,"","N","NONE"
196101182803,"","N","NONE"
196101242797,"","N","NONE"
196102083141,"","N","NONE"
196102133177,"","N","NONE"
196103043698,"","N","NONE"
196103123227,"","N","NONE"
196103213499,"","N","NONE"
196104032898,"","N","NONE"
196104153488,"","N","NONE"
196105273269,"","N","NONE"
196106143495,"","N","NONE"
196107102862,"","N","NONE"
196107162791,"","N","NONE"
196109282829,"","N","NONE"
196110023055,"","N","NONE"
196110182547,"","N","NONE"
196111112956,"","N","NONE"
196111202989,"","N","NONE"
196112072654,"","N","NONE"
196112122871,"","N","NONE"
196201122808,"","N","NONE"
196202103138,"","N","NONE"
196202252760,"","N","NONE"
196203173056,"","N","NONE"
196203233066,"","N","NONE"
196204142852,"","N","NONE"
196205143248,"","N","NONE"
196205262816,"","N","NONE"
196206193143,"","N","NONE"
196207142842,"","N","NONE"
196207213098,"","N","NONE"
196207232882,"","N","NONE"
196207233047,"","N","NONE"
196208132834,"","N","NONE"
196208272846,"","N","NONE"
196209132767,"","N","NONE"
196209223152,"","N","NONE"
196210012842,"","N","NONE"
196210053143,"","N","NONE"
196210313117,"","N","NONE"
196211022766,"","N","NONE"
196211173148,"","N","NONE"
196211262834,"","N","NONE"
196212023144,"","N","NONE"
196212282583,"","N","NONE"
196301022866,"","N","NONE"
196301193121,"","N","NONE"
196301202633,"","N","NONE"
196302062846,"","N","NONE"
196302273351,"","N","NONE"
196303113366,"","N","NONE"
196303275793,"","N","NONE"
196304213389,"","N","NONE"
196305073345,"","N","NONE"
196305113174,"","N","NONE"
196305183144,"","N","NONE"
196306163400,"","N","NONE"
196306253151,"","N","NONE"
196307312774,"","N","NONE"
196308142782,"","N","NONE"
196308212817,"","N","NONE"
196309232962,"","N","NONE"
196310072993,"","N","NONE"
196310262628,"","N","NONE"
196311292608,"","N","NONE"
196312123240,"","N","NONE"
196401053076,"","N","NONE"
196401222861,"","N","NONE"
196402123191,"","N","NONE"
196402183377,"","N","NONE"
196402283367,"","N","NONE"
196403013417,"","N","NONE"
196403193771,"","N","NONE"
196403273169,"","N","NONE"
196404094739,"","N","NONE"
196405112985,"","N","NONE"
196406103405,"","N","NONE"
196407133252,"","N","NONE"
196407313607,"","N","NONE"
196408073416,"","N","NONE"
196408102991,"","N","NONE"
196408233234,"","N","NONE"
196409053086,"","N","NONE"
196409294698,"","N","NONE"
196410102880,"","N","NONE"
196410243056,"","N","NONE"
196411193086,"","N","NONE"
196411283499,"","N","NONE"
196412283647,"","N","NONE"
196501022773,"","N","NONE"
196501253063,"","N","NONE"
196502013755,"","N","NONE"
196502023143,"","N","NONE"
196502103614,"","N","NONE"
196503143254,"","N","NONE"
196503184589,"","N","NONE"
196504203792,"","N","NONE"
196505092962,"","N","NONE"
196505153293,"","N","NONE"
196506232880,"","N","NONE"
196507132758,"","N","NONE"
196508122857,"","N","NONE"
196508163257,"","N","NONE"
196510113050,"","N","NONE"
196510313114,"","N","NONE"
196512073245,"","N","NONE"
196512123339,"","N","NONE"
196601062620,"","N","NONE"
196601142976,"","N","NONE"
196602103464,"","N","NONE"
196602233196,"","N","NONE"
196603143428,"","N","NONE"
196603193373,"","N","NONE"
196603233724,"","N","NONE"
196604072634,"","N","NONE"
196604072659,"","N","NONE"
196604072667,"","N","NONE"
196604072675,"","N","NONE"
196604072691,"","N","NONE"
196604072766,"","N","NONE"
196604072782,"","N","NONE"
196604072808,"","N","NONE"
196604273083,"","N","NONE"
196605253225,"","N","NONE"
196606063193,"","N","NONE"
196608152846,"","N","NONE"
196608182942,"","N","NONE"
196608253081,"","N","NONE"
196704033452,"","N","NONE"
196705053723,"","N","NONE"
196705203252,"","N","NONE"
196707293467,"","N","NONE"
196708133076,"","N","NONE"
196708282584,"","N","NONE"
196709132887,"","N","NONE"
196709192642,"","N","NONE"
196709272691,"","N","NONE"
196710083103,"","N","NONE"
196710313195,"","N","NONE"
196711092681,"","N","NONE"
196711222940,"","N","NONE"
196711273026,"","N","NONE"
196711302635,"","N","NONE"
196712032884,"","N","NONE"
196712272647,"","N","NONE"
196801029288,"","N","NONE"
196801249290,"","N","NONE"
196802149283,"","N","NONE"
196802169265,"","N","NONE"
196802279296,"","N","NONE"
196804159264,"","N","NONE"
196805029268,"","N","NONE"
196805229272,"","N","NONE"
196805249288,"","N","NONE"
197001239297,"","N","NONE"
197006121144,"","N","NONE"
197101169295,"","N","NONE"
197110021834,"","N","NONE"
197503259280,"","N","NONE"
197503309176,"","N","NONE"
197504049292,"","N","NONE"
197504249215,"","N","NONE"
197901049283,"","N","NONE"
197902069272,"","N","NONE"
197902199285,"","N","NONE"
197903169261,"","N","NONE"
197903309230,"","N","NONE"
197904079295,"","N","NONE"
197904299281,"","N","NONE"
197905169251,"","N","NONE"
197905209289,"","N","NONE"
197906189282,"","N","NONE"
197906209239,"","N","NONE"
197907099282,"","N","NONE"
197908089274,"","N","NONE"
197908109288,"","N","NONE"
197909089265,"","N","NONE"
197909189230,"","N","NONE"
197910039283,"","N","NONE"
197910209290,"","N","NONE"
197911239262,"","N","NONE"
197912129280,"","N","NONE"
198001139297,"","N","NONE"
198001249286,"","N","NONE"
198002289224,"","N","NONE"
198003119255,"","N","NONE"
198003219295,"","N","NONE"
198004119288,"","N","NONE"
198004209295,"","N","NONE"
198005049294,"","N","NONE"
198005149284,"","N","NONE"
198006089240,"","N","NONE"
198006299252,"","N","NONE"
198007199295,"","N","NONE"
198007299285,"","N","NONE"
198008209275,"","N","NONE"
198008289285,"","N","NONE"
198009139265,"","N","NONE"
198009269252,"","N","NONE"
198010279266,"","N","NONE"
198011159285,"","N","NONE"
198011169235,"","N","NONE"
198012109289,"","N","NONE"
198012279272,"","N","NONE"
198101199282,"","N","NONE"
198102179291,"","N","NONE"
198102259267,"","N","NONE"
198103179241,"","N","NONE"
198103269299,"","N","NONE"
198104059293,"","N","NONE"
198104239267,"","N","NONE"
198105109253,"","N","NONE"
198105169281,"","N","NONE"
198106079257,"","N","NONE"
198107039276,"","N","NONE"
198107249289,"","N","NONE"
198108119291,"","N","NONE"
198108189260,"","N","NONE"
198109079296,"","N","NONE"
198110019299,"","N","NONE"
198110259283,"","N","NONE"
198111289297,"","N","NONE"
198111309285,"","N","NONE"
198112199289,"","N","NONE"
198112279297,"","N","NONE"
198201179283,"","N","NONE"
198201209296,"","N","NONE"
198202029289,"","N","NONE"
198202119296,"","N","NONE"
198203249274,"","N","NONE"
198203269264,"","N","NONE"
198204179298,"","N","NONE"
198205049250,"","N","NONE"
198205159281,"","N","NONE"
198206139290,"","N","NONE"
198206169289,"","N","NONE"
198207059299,"","N","NONE"
198207169288,"","N","NONE"
198208059280,"","N","NONE"
198208149297,"","N","NONE"
198209109282,"","N","NONE"
198209189292,"","N","NONE"
198210099290,"","N","NONE"
198210159284,"","N","NONE"
198211289288,"","N","NONE"
198212019296,"","N","NONE"
198301109289,"","N","NONE"
198301199298,"","N","NONE"
198302099265,"","N","NONE"
198302249274,"","N","NONE"
198303169281,"","N","NONE"
198303229291,"","N","NONE"
198304149282,"","N","NONE"
198304179297,"","N","NONE"
198305039292,"","N","NONE"
198305119284,"","N","NONE"
198306219299,"","N","NONE"
198306259287,"","N","NONE"
198307189285,"","N","NONE"
198307259294,"","N","NONE"
198308179285,"","N","NONE"
198308299299,"","N","NONE"
198309119264,"","N","NONE"
198309239294,"","N","NONE"
198310159283,"","N","NONE"
198310219277,"","N","NONE"
198311089299,"","N","NONE"
198311209285,"","N","NONE"
198312109252,"","N","NONE"
198312319281,"","N","NONE"
198401219293,"","N","NONE"
198401279289,"","N","NONE"
198402179298,"","N","NONE"
198402289287,"","N","NONE"
198403169280,"","N","NONE"
198403229290,"","N","NONE"
198404189287,"","N","NONE"
198404279294,"","N","NONE"
198405149280,"","N","NONE"
198405299291,"","N","NONE"
198406079288,"","N","NONE"
198406279292,"","N","NONE"
198407119281,"","N","NONE"
198407319295,"","N","NONE"
198408099284,"","N","NONE"
198408199290,"","N","NONE"
198409209296,"","N","NONE"
198409219287,"","N","NONE"
198410039278,"","N","NONE"
198410299286,"","N","NONE"
198411239299,"","N","NONE"
198411279287,"","N","NONE"
198412099296,"","N","NONE"
198412179288,"","N","NONE"
198501139995,"","N","NONE"
198501169885,"","N","NONE"
198502069993,"","N","NONE"
198503149885,"","N","NONE"
198503209895,"","N","NONE"
198504129886,"","N","NONE"
198504199897,"","N","NONE"
198505069883,"","N","NONE"
198505229891,"","N","NONE"
198506119992,"","N","NONE"
198506149882,"","N","NONE"
198507129990,"","N","NONE"
198507269887,"","N","NONE"
198508199885,"","N","NONE"
198508269993,"","N","NONE"
198509129881,"","N","NONE"
198510039889,"","N","NONE"
198510219994,"","N","NONE"
198511179882,"","N","NONE"
198512089882,"","N","NONE"
198601189882,"","N","NONE"
198602029996,"","N","NONE"
198602179882,"","N","NONE"
198603139885,"","N","NONE"
198603249999,"","N","NONE"
198604069883,"","N","NONE"
198604299993,"","N","NONE"
198605119885,"","N","NONE"
198605219990,"","N","NONE"
198606089889,"","N","NONE"
198606129990,"","N","NONE"
198607039990,"","N","NONE"
198607209882,"","N","NONE"
198608109990,"","N","NONE"
198608199884,"","N","NONE"
198609259992,"","N","NONE"
198609309888,"","N","NONE"
198610109996,"","N","NONE"
198611149991,"","N","NONE"
198611239883,"","N","NONE"
198612229883,"","N","NONE"
198701022389,"","N","NONE"
198701092390,"","N","NONE"
198702072391,"","N","NONE"
198702192389,"","N","NONE"
198703122385,"","N","NONE"
198703142391,"","N","NONE"
198704102386,"","N","NONE"
198704202392,"","N","NONE"
198705232398,"","N","NONE"
198706172387,"","N","NONE"
198706192393,"","N","NONE"
198707012392,"","N","NONE"
198707052380,"","N","NONE"
198708122380,"","N","NONE"
198708132397,"","N","NONE"
198709132396,"","N","NONE"
198709232386,"","N","NONE"
198710152391,"","N","NONE"
198710162382,"","N","NONE"
198711092380,"","N","NONE"
198711192396,"","N","NONE"
198712072399,"","N","NONE"
198712092389,"","N","NONE"
198801082382,"","N","NONE"
198802192388,"","N","NONE"
198802292394,"","N","NONE"
198803042384,"","N","NONE"
198804152380,"","N","NONE"
198805172387,"","N","NONE"
198805192393,"","N","NONE"
198806192392,"","N","NONE"
198806242387,"","N","NONE"
198807222388,"","N","NONE"
198809132387,"","N","NONE"
198810032386,"","N","NONE"
198811132383,"","N","NONE"
198812132382,"","N","NONE"
198901012388,"","N","NONE"
198902232381,"","N","NONE"
198903082389,"","N","NONE"
198904102392,"","N","NONE"
198904252387,"","N","NONE"
198905112390,"","N","NONE"
198905252386,"","N","NONE"
198906152395,"","N","NONE"
198906202380,"","N","NONE"
198907032380,"","N","NONE"
198907252392,"","N","NONE"
198908032389,"","N","NONE"
198908102398,"","N","NONE"
198909142393,"","N","NONE"
198909152384,"","N","NONE"
198910102386,"","N","NONE"
198910272395,"","N","NONE"
198911142381,"","N","NONE"
198911222399,"","N","NONE"
198912232389,"","N","NONE"
199001012385,"","N","NONE"
199001032383,"","N","NONE"
199001052381,"","N","NONE"
199001072389,"","N","NONE"
199001092387,"","N","NONE"
199001102384,"","N","NONE"
199001112383,"","N","NONE"
199001122382,"","N","NONE"
199001122390,"","N","NONE"
199001132399,"","N","NONE"
199001142380,"","N","NONE"
199001142398,"","N","NONE"
199001152389,"","N","NONE"
199001162388,"","N","NONE"
199001172387,"","N","NONE"
199001172395,"","N","NONE"
199001182386,"","N","NONE"
199001192385,"","N","NONE"
199001202382,"","N","NONE"
199001212381,"","N","NONE"
199001212399,"","N","NONE"
199001222380,"","N","NONE"
199001222398,"","N","NONE"
199001232389,"","N","NONE"
199001232397,"","N","NONE"
199001242388,"","N","NONE"
199001242396,"","N","NONE"
199001252395,"","N","NONE"
199001262386,"","N","NONE"
199001262394,"","N","NONE"
199001272385,"","N","NONE"
199001272393,"","N","NONE"
199001282384,"","N","NONE"
199001282392,"","N","NONE"
199001292383,"","N","NONE"
199001292391,"","N","NONE"
199001302380,"","N","NONE"
199001312389,"","N","NONE"
199002012384,"","N","NONE"
199002022383,"","N","NONE"
199002032382,"","N","NONE"
199002042381,"","N","NONE"
199002052380,"","N","NONE"
199002062389,"","N","NONE"
199002062397,"","N","NONE"
